repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R00632,KZVB,research-lab-17,Computer Vision,Image Segmentation,niche,211,26,12,2,13,1,15,3,54,Rust,Zig|Swift|Java,PyTorch,Proprietary,2016-07-06,2024-09-10,2988,False,334,46,27,380.4,78,False,True,True,False,False,False,False,False,False,False,Good,0.692,source-only,N/A,TPU,Multi-cloud,34.4
R00633,trainhub,indie-dev-6,Generative AI,Code Generation,moderate,3000,694,174,8,20,5,46,10,136,Rust,Python,PyTorch,BSD-3-Clause,2018-09-04,2022-12-07,1555,False,8780,889,23,320.7,1362,False,False,True,False,False,True,False,False,False,False,Poor,0.603,pip+conda,N/A,CPU+GPU,Replicate,29.1
R00634,evalml,indie-dev-7,Audio & Speech,Audio Classification,niche,335,31,13,6,77,0,0,1,13,Go,None,PyTorch,LGPL-3.0,2016-10-24,2017-01-20,88,False,1461,118,0,104.7,208,True,True,False,True,False,False,False,False,True,False,Average,0.699,npm,N/A,TPU,Multi-cloud,40.0
R00635,micro-tune-ops,startup-17,Large Language Models,Inference Engines,popular,4558,1493,165,140,1561,17,240,12,201,C++,R|Java,ONNX,Apache-2.0,2019-09-12,2023-07-21,1408,False,15347,368,14,84.0,614,False,True,False,True,False,True,True,True,False,False,Missing,0.727,brew,N/A,TPU,None,50.0
R00636,trainforge,indie-dev-39,Graph & Geometric ML,Graph Neural Networks,niche,278,55,20,3,17,0,0,4,68,Python,C++,TensorFlow,Custom,2015-04-24,2016-07-21,454,False,1065,82,4,145.8,384,False,False,False,False,False,True,False,False,True,False,Average,0.756,brew,3.11+,TPU,Together AI,12.5
R00637,diff-wave46,startup-25,AI Safety & Interpretability,Explainability,niche,267,92,4,1,13,0,0,1,10,Python,None,None/Custom,LGPL-3.0,2018-01-24,2023-02-24,1857,False,1336,130,10,314.0,145,False,True,True,True,True,False,False,False,False,False,Good,0.82,pip+conda,3.12+,Multi-GPU,Together AI,37.4
R00638,easy-gen,CohereForAI,Audio & Speech,Speaker Diarization,new,17,3,1,5,49,2,29,1,26,Python,None,None/Custom,MIT,2019-02-18,2022-03-08,1114,False,30,20,31,469.3,334,False,True,False,False,True,False,False,True,False,False,Good,0.269,conda,3.9+,CUDA GPU,GCP,34.2
R00639,pipe-kit,startup-17,AI Safety & Interpretability,Adversarial Robustness,moderate,3000,584,227,9,110,16,101,9,89,TypeScript,None,TensorFlow,Proprietary,2021-01-09,2024-07-21,1289,False,65977,4341,11,238.1,124,False,False,False,False,False,False,False,False,False,False,Good,0.912,pip+conda,N/A,CUDA GPU,Azure,24.4
R00640,neo-merge,meta-llama,Audio & Speech,Speaker Diarization,niche,229,34,2,2,13,1,14,1,28,Python,None,ONNX,Apache-2.0,2022-05-07,2025-06-21,1141,False,2725,81,16,245.5,3144,True,True,False,False,True,False,False,True,False,False,Excellent,0.783,source-only,3.9+,AMD ROCm,Multi-cloud,41.2
R00641,open-gpt-pulse,tensorflow,Computer Vision,Super Resolution,popular,9745,2504,760,49,640,19,377,128,1627,Python,C++|Kotlin|Java,CUDA,MIT,2023-01-08,2025-04-28,841,False,72697,7934,21,161.2,36,True,True,True,True,True,False,False,False,False,False,Average,0.507,conda,3.12+,TPU,AWS,83.8
R00642,mini-opt-hub,indie-dev-56,Large Language Models,Agents & Tool Use,niche,282,94,6,4,43,1,26,2,49,C++,None,None/Custom,Unlicense,2020-08-19,2023-08-03,1079,False,6336,792,8,78.4,396,False,True,False,False,True,False,False,True,False,False,Average,0.878,brew,N/A,CUDA GPU,GCP,25.9
R00643,flex-guard-spark,indie-dev-36,Large Language Models,Prompt Engineering,new,17,4,0,2,11,5,122,1,10,Lua,R|Go,PyTorch,MIT,2017-08-10,2018-02-05,179,False,45,13,1,206.3,670,False,False,False,True,False,False,True,False,False,False,Good,0.613,npm,N/A,TPU,Multi-cloud,19.3
R00644,distill-stack,research-lab-2,Natural Language Processing,Chatbot Frameworks,new,22,7,1,4,29,0,0,1,34,Python,Go,PyTorch,MIT,2017-05-18,2019-05-05,717,False,217,26,26,144.3,353,True,True,False,True,True,True,False,False,False,False,Average,0.641,conda,3.11+,Multi-GPU,AWS,53.9
R00645,JGL,indie-dev-13,Data Engineering,Data Labeling,moderate,1951,398,37,8,56,3,74,12,262,Python,R|Go,ONNX,MIT,2015-09-10,2023-11-24,2997,False,19432,1150,29,251.5,207,False,True,False,False,False,False,False,True,True,False,Average,0.622,pip,3.8+,CPU+GPU,AWS,38.9
R00646,flowai48,startup-10,Reinforcement Learning,Multi-Agent Systems,new,23,7,0,14,39,0,0,1,10,Python,None,PyTorch,Apache-2.0,2021-08-06,2023-10-21,806,False,102,2,7,57.7,1190,False,True,True,True,False,True,False,False,False,False,Poor,0.472,pip,3.10+,CUDA GPU,Modal,32.8
R00647,DMTS,indie-dev-60,Reinforcement Learning,Policy Optimization,new,32,4,1,0,0,2,30,1,37,TypeScript,None,TensorFlow,Apache-2.0,2015-06-21,2021-05-31,2171,False,394,58,51,147.7,162,True,True,False,False,False,True,False,False,False,False,Average,0.685,conda,N/A,AMD ROCm,Modal,35.2
R00648,VUPZT,stability-ai,Computer Vision,Face Recognition,popular,5748,315,385,15,44,15,449,7,197,Python,Scala,TensorFlow,Apache-2.0,2019-02-28,2025-10-15,2421,True,19632,1218,20,44.5,1055,True,True,True,True,True,False,False,False,False,False,Average,0.818,pip+conda,3.9+,CPU+GPU,AWS,79.7
R00649,deep-gen-ai,ibm-research,Graph & Geometric ML,Point Cloud Processing,moderate,2835,726,32,21,105,3,61,17,148,Python,C++|Swift,TensorFlow,MIT,2015-10-26,2024-09-09,3241,False,3030,256,27,127.2,509,True,False,False,True,True,True,False,False,False,True,Excellent,0.48,pip+conda,3.12+,Multi-GPU,Azure,50.7
R00650,chatlib,research-lab-14,Large Language Models,Inference Engines,moderate,1713,115,104,6,33,7,197,14,425,Python,Zig,None/Custom,Custom,2020-05-09,2022-04-23,714,False,7527,350,2,134.8,154,False,False,False,False,True,False,False,True,False,True,Good,0.718,pip,3.9+,AMD ROCm,Azure,14.8
R00651,token-base,microsoft,Natural Language Processing,Chatbot Frameworks,moderate,2040,683,162,6,78,4,60,4,133,Python,Java|Kotlin|Julia,Triton,Apache-2.0,2023-03-27,2023-06-15,80,False,3001,116,0,116.8,139,True,True,False,False,True,True,False,True,False,False,Excellent,0.846,npm,3.11+,CPU,Azure,33.8
R00652,cross-guard-rs,indie-dev-47,Computer Vision,Image Generation,moderate,3000,662,116,17,62,7,71,12,259,C,Python|Kotlin,PyTorch,AGPL-3.0,2015-10-24,2020-04-05,1625,False,5023,265,8,44.6,1414,False,False,False,True,True,True,True,True,False,False,Missing,0.94,conda,N/A,Multi-GPU,Hugging Face,31.0
R00653,uni-token30,startup-30,AI Safety & Interpretability,Explainability,niche,184,26,7,2,4,1,6,2,23,Python,Scala|Java,None/Custom,MIT,2021-05-21,2022-03-25,308,False,347,29,4,144.1,1093,True,False,False,False,False,False,False,False,False,False,Average,0.649,brew,3.12+,CPU+GPU,Replicate,20.2
R00654,SGNLE,indie-dev-11,Graph & Geometric ML,Point Cloud Processing,niche,160,46,10,0,0,0,0,1,25,Python,None,Triton,AGPL-3.0,2020-04-18,2024-09-02,1598,False,672,47,27,85.8,356,False,True,False,False,False,True,False,False,True,False,Excellent,0.657,pip+conda,3.12+,Apple Silicon,Multi-cloud,25.4
R00655,audio-core,startup-45,Reinforcement Learning,Robotics Control,moderate,1843,566,105,5,56,5,133,3,62,Python,Java,Flax,MIT,2023-10-15,2025-10-15,731,True,18742,2470,24,6.4,1869,False,True,True,False,True,False,False,False,False,False,Poor,0.793,cargo,3.12+,AMD ROCm,Together AI,53.2
R00656,hyper-search-rs,startup-37,Data Engineering,Dataset Management,viral,103894,12208,4506,516,2220,105,3132,484,6119,C,Julia|Python,TensorFlow,Apache-2.0,2018-05-05,2022-12-22,1692,False,72545,10829,13,199.1,279,True,True,True,True,True,False,True,True,True,False,Average,0.625,source-only,N/A,AMD ROCm,Hugging Face,77.9
R00657,fast-quant,stability-ai,Reinforcement Learning,Reward Modeling,niche,154,42,4,2,15,0,0,1,17,Java,Rust,TensorFlow,Apache-2.0,2022-06-21,2025-10-15,1212,True,260,14,13,48.2,251,True,False,False,True,False,False,False,True,False,False,Average,0.812,source-only,N/A,TPU,Multi-cloud,54.0
R00658,flex-chat-x,startup-48,Large Language Models,Foundation Models,new,32,6,0,4,12,1,9,3,58,Python,Java|Rust|Zig,PyTorch,Apache-2.0,2015-12-05,2023-06-27,2761,False,99,44,37,154.9,1229,False,True,True,True,False,True,False,False,False,False,Good,0.622,source-only,3.12+,Multi-GPU,AWS,42.9
R00659,codeml,startup-15,AI Safety & Interpretability,Explainability,new,21,5,1,4,26,3,74,1,10,Rust,Lua|Mojo,JAX,Apache-2.0,2019-12-20,2022-03-12,813,False,84,1,9,184.3,407,False,False,False,True,False,False,False,True,True,False,Good,0.17,conda,N/A,AMD ROCm,AWS,25.6
R00660,turbo-train-ml,ray-project,MLOps & Infrastructure,AutoML,niche,184,54,13,3,25,5,52,1,33,R,Swift,PyTorch,GPL-3.0,2020-09-05,2024-03-10,1282,False,798,26,10,145.1,946,True,True,False,False,False,False,False,True,False,False,Average,0.453,npm,N/A,Apple Silicon,AWS,36.9
R00661,flash-audio-ml,indie-dev-64,Natural Language Processing,Tokenization,niche,234,20,10,1,2,1,8,1,10,Python,Kotlin|C|Rust,PyTorch,Apache-2.0,2021-05-21,2024-09-14,1212,False,1337,25,8,390.4,1266,True,True,False,False,False,False,False,True,False,False,Good,0.826,docker-only,3.10+,CPU+GPU,Hugging Face,33.2
R00662,bert-ai,indie-dev-57,Data Engineering,Data Cleaning,niche,252,82,13,1,12,0,0,1,21,Python,R,PyTorch,MIT,2019-03-25,2021-01-26,673,False,616,31,5,165.6,1270,True,False,False,True,False,False,False,True,False,False,Average,0.56,cargo,3.9+,AMD ROCm,Multi-cloud,33.6
R00663,lite-data-x,research-lab-6,Natural Language Processing,Text Generation,niche,170,48,6,0,0,3,24,1,14,Go,Python,ONNX,Proprietary,2015-06-13,2022-09-28,2664,False,891,124,21,137.2,1651,False,True,True,True,False,True,False,True,False,False,Excellent,0.775,source-only,N/A,Multi-GPU,Modal,35.4
R00664,poly-diff-box,indie-dev-22,Generative AI,3D Generation,niche,138,48,2,1,10,1,28,1,12,Python,Zig|Kotlin|Julia,PyTorch,MIT,2024-08-12,2025-06-27,319,False,547,44,5,133.2,649,False,True,False,False,False,False,True,True,False,True,Good,0.513,npm,3.8+,TPU,AWS,23.2
R00665,flex-serve-rs92,anyscale,Generative AI,Diffusion Models,niche,388,30,12,1,4,0,0,1,37,C++,Zig|Scala|Lua,ONNX,MIT,2017-02-13,2022-01-15,1797,False,3543,267,15,118.8,505,False,True,True,False,False,True,False,True,True,True,Good,0.698,source-only,N/A,AMD ROCm,Hugging Face,30.1
R00666,CXSKS,indie-dev-60,AI Safety & Interpretability,Watermarking,popular,15000,1990,333,251,3564,52,364,18,214,C++,Python|Lua|Mojo,None/Custom,AGPL-3.0,2016-11-16,2024-11-07,2913,False,12114,532,81,182.1,431,False,True,False,True,False,True,False,False,True,False,Good,0.831,docker-only,N/A,CUDA GPU,Hugging Face,66.1
R00667,dyna-vision-spark,ibm-research,Computer Vision,Super Resolution,new,29,9,0,15,44,1,25,1,20,Python,Scala,PyTorch,MIT,2016-11-19,2025-01-24,2988,False,24,14,10,344.0,219,True,False,True,True,False,False,False,False,False,False,Average,0.481,source-only,3.11+,CPU,Multi-cloud,35.1
R00668,multi-train,cohere-ai,Natural Language Processing,Machine Translation,niche,140,19,6,0,0,0,0,5,153,Python,None,PyTorch,LGPL-3.0,2022-02-10,2023-05-11,455,False,87,8,5,191.4,1991,False,True,False,True,False,True,False,True,False,True,Excellent,0.798,pip+conda,3.8+,Apple Silicon,None,24.5
R00669,pipeai,startup-3,Natural Language Processing,Text Summarization,moderate,1065,323,44,12,150,2,17,3,52,Python,None,TensorFlow,Apache-2.0,2023-11-23,2025-08-23,639,True,1265,127,11,9.1,1351,False,True,False,True,True,True,False,False,False,False,Average,0.927,brew,3.8+,Multi-GPU,None,54.9
R00670,optml,startup-11,Large Language Models,Multimodal Models,niche,279,24,13,2,12,1,29,6,163,Python,None,PyTorch,LGPL-3.0,2020-12-14,2022-04-04,476,False,558,41,2,254.3,362,False,False,True,True,True,False,False,True,True,False,Average,0.704,source-only,3.11+,Apple Silicon,Replicate,21.2
R00671,safeml,research-lab-39,Data Engineering,Data Augmentation,new,30,3,1,2,5,4,41,4,122,Python,Rust|Julia,JAX,AGPL-3.0,2019-06-02,2021-03-19,656,False,73,50,13,137.2,5396,True,False,False,False,False,False,False,True,True,False,Excellent,0.691,pip+conda,3.12+,Multi-GPU,Azure,27.4
R00672,pipekit,salesforce-research,Large Language Models,Evaluation & Benchmarks,moderate,3000,370,58,21,280,4,94,19,535,Python,None,PyTorch,AGPL-3.0,2019-11-13,2021-04-07,511,False,3287,153,9,397.7,285,False,False,False,False,False,True,False,True,False,False,Poor,0.6,brew,3.12+,CPU,GCP,24.0
R00673,EUHX,fastai,Reinforcement Learning,Reward Modeling,niche,413,43,7,3,37,0,0,1,26,Rust,Go,JAX,Unlicense,2022-05-19,2025-10-15,1245,True,605,44,17,64.4,545,False,False,False,True,False,False,False,False,False,False,Good,0.803,pip,N/A,CUDA GPU,Multi-cloud,47.9
R00674,deep-token,indie-dev-43,Generative AI,3D Generation,moderate,1598,554,90,8,27,1,7,49,473,Lua,Zig|R,TensorFlow,BSD-3-Clause,2015-04-25,2019-08-03,1561,False,16261,1546,22,117.9,566,False,True,False,False,False,False,False,False,False,False,Good,0.572,source-only,N/A,CUDA GPU,Multi-cloud,40.8
R00675,tokencraft,indie-dev-40,AI Safety & Interpretability,Adversarial Robustness,niche,338,82,4,1,10,0,0,1,10,Python,None,TensorFlow,CC-BY-4.0,2019-05-03,2025-01-20,2089,False,843,26,55,117.4,92,True,True,True,True,False,True,False,False,False,False,Average,0.49,npm,3.10+,CPU+GPU,Replicate,54.9
R00676,KZL,indie-dev-41,Graph & Geometric ML,Molecular ML,moderate,1949,456,136,7,94,1,5,12,466,Python,None,PyTorch,Apache-2.0,2018-05-22,2023-06-24,1859,False,4973,471,11,173.4,477,False,True,False,False,False,False,False,False,True,False,Missing,0.805,cargo,3.12+,Multi-GPU,Multi-cloud,32.7
R00677,eval-hub,startup-46,Reinforcement Learning,Multi-Agent Systems,niche,241,41,3,2,15,3,59,2,56,C++,Kotlin|Go|R,None/Custom,MIT,2018-06-19,2020-12-09,904,False,133,9,7,250.1,814,False,False,True,False,False,True,False,False,False,True,Excellent,0.872,brew,N/A,Apple Silicon,GCP,14.8
R00678,KFGL,startup-49,Reinforcement Learning,Reward Modeling,moderate,1095,315,20,16,137,1,29,1,27,Java,Go|Mojo,Keras,BSD-3-Clause,2016-12-22,2021-11-29,1803,False,2094,221,16,39.4,217,False,True,False,False,True,False,False,True,False,False,Poor,0.71,npm,N/A,CPU+GPU,Multi-cloud,33.2
R00679,safecore,indie-dev-50,Large Language Models,Multimodal Models,new,14,2,0,13,71,1,20,1,10,Python,Rust|R,Keras,Proprietary,2019-06-28,2023-03-15,1356,False,36,40,12,80.4,1169,False,False,False,False,True,False,False,False,False,True,Excellent,0.468,npm,3.11+,CUDA GPU,Azure,17.6
R00680,easy-pipe-hub55,indie-dev-17,Natural Language Processing,Chatbot Frameworks,new,22,5,1,3,37,1,19,1,37,TypeScript,Lua|Rust|Swift,CUDA,CC-BY-4.0,2017-07-17,2024-01-21,2379,False,121,10,63,66.9,277,True,True,False,True,True,False,False,False,False,False,Average,0.537,brew,N/A,CPU+GPU,Multi-cloud,54.4
R00681,super-token-wave,research-lab-34,Audio & Speech,Speaker Diarization,moderate,1570,97,55,17,106,3,44,3,52,Python,Zig|Swift|Go,None/Custom,MIT,2017-05-23,2020-02-08,991,False,8804,915,9,352.9,26,False,False,True,True,False,False,False,False,False,False,Good,0.47,source-only,3.8+,TPU,AWS,28.8
R00682,tunex,indie-dev-57,Natural Language Processing,RAG Frameworks,niche,211,58,6,2,10,1,27,1,10,Python,None,None/Custom,MIT,2015-07-06,2021-04-29,2124,False,7949,185,33,149.9,418,False,True,False,True,True,False,False,True,False,False,Missing,0.457,npm,3.12+,CUDA GPU,GCP,43.9
R00683,benchcpp,startup-19,Generative AI,VAEs,niche,411,132,11,6,59,0,0,3,45,Python,TypeScript|Mojo,PyTorch,Proprietary,2019-07-07,2024-12-16,1989,False,321,33,17,98.1,93,True,False,True,False,False,False,False,False,True,False,Good,0.71,npm,3.12+,Multi-GPU,Azure,32.9
R00684,vector-ops,anyscale,Natural Language Processing,Tokenization,new,29,2,1,6,73,2,15,1,10,C++,None,PyTorch,CC-BY-4.0,2024-03-17,2025-03-27,375,False,96,50,2,170.0,349,False,False,True,False,True,True,False,False,True,False,Excellent,0.5,source-only,N/A,Multi-GPU,Multi-cloud,10.9
R00685,YDUR,meta-llama,Audio & Speech,Text-to-Speech,new,14,1,0,7,74,3,50,1,10,Python,None,JAX,MIT,2024-12-18,2025-02-22,66,False,28,25,1,201.6,134,True,False,False,True,True,False,False,True,True,False,Average,0.413,source-only,3.8+,Multi-GPU,GCP,30.0
R00686,chatx,startup-16,Computer Vision,Medical Imaging,moderate,2246,474,55,20,241,2,26,17,376,Python,R|C++|Scala,None/Custom,GPL-3.0,2022-07-20,2024-07-19,730,False,4150,395,9,180.5,350,True,True,False,True,True,False,True,True,True,False,Good,0.519,brew,3.8+,CPU,GCP,52.2
R00687,text-kit,chromadb,Reinforcement Learning,Game AI,new,17,1,0,13,180,4,95,1,10,Python,Swift|Kotlin|Rust,JAX,Apache-2.0,2021-05-30,2022-11-09,528,False,59,13,10,144.5,539,True,True,False,True,False,False,False,True,False,False,Good,0.641,brew,3.12+,Apple Silicon,Together AI,47.0
R00688,vectorrs,research-lab-38,MLOps & Infrastructure,GPU Management,niche,135,26,5,2,10,1,22,1,10,Python,Java|Julia,PyTorch,Proprietary,2022-10-09,2024-08-01,662,False,381,53,9,255.3,288,False,False,False,True,True,True,True,True,False,False,Good,0.881,docker-only,3.10+,TPU,Modal,25.5
R00689,simple-llm-ml,indie-dev-47,Natural Language Processing,Machine Translation,niche,289,34,17,4,21,1,10,1,10,Python,Zig|Kotlin|Swift,TensorFlow,GPL-3.0,2021-04-17,2023-12-23,980,False,1212,177,6,183.8,246,False,False,False,True,False,True,False,False,True,False,Excellent,0.907,source-only,3.9+,TPU,Hugging Face,23.6
R00690,merge-py,startup-9,Natural Language Processing,Chatbot Frameworks,new,15,2,0,13,126,4,46,1,13,Python,C++,MLX,GPL-3.0,2019-05-01,2022-06-19,1145,False,158,15,22,181.8,41,True,False,False,True,True,True,False,True,False,True,Average,0.459,cargo,3.11+,TPU,Replicate,44.2
R00691,mini-text-forge,indie-dev-74,Graph & Geometric ML,Point Cloud Processing,moderate,2282,534,168,18,37,4,89,7,80,Julia,None,ONNX,Apache-2.0,2021-12-17,2025-03-07,1176,False,6858,364,16,194.7,189,True,False,True,False,False,False,False,True,True,False,Average,0.651,docker-only,N/A,CPU+GPU,GCP,34.0
R00692,diffwave,startup-12,Graph & Geometric ML,Knowledge Graphs,moderate,647,88,14,12,62,1,18,1,10,Go,None,PyTorch,GPL-3.0,2021-10-24,2023-04-03,526,False,1362,129,11,280.4,150,True,False,True,False,True,False,False,False,True,False,Average,0.537,pip+conda,N/A,AMD ROCm,Azure,28.0
R00693,PXGSV,startup-17,Generative AI,Creative AI,niche,172,27,4,2,5,4,93,1,11,Julia,C++,PyTorch,MIT,2024-11-23,2025-09-16,297,True,318,6,4,8.4,231,False,False,True,False,True,False,True,True,False,False,Good,0.635,pip+conda,N/A,Multi-GPU,Hugging Face,25.6
R00694,simple-grad-kit,indie-dev-2,Large Language Models,Foundation Models,moderate,2217,200,33,29,64,5,48,38,660,Python,Kotlin|C++,PyTorch,GPL-3.0,2015-02-11,2015-09-04,205,False,1998,294,2,355.5,575,False,False,True,False,False,True,True,False,False,False,Poor,0.777,pip+conda,3.12+,AMD ROCm,Multi-cloud,16.6
R00695,swift-embed-pulse,research-lab-2,AI Safety & Interpretability,Explainability,moderate,1545,535,32,6,88,0,0,24,378,C,None,Triton,MIT,2019-10-29,2020-10-16,353,False,2593,331,2,179.8,3904,True,True,True,True,False,True,False,False,False,False,Good,0.727,cargo,N/A,CUDA GPU,Replicate,46.4
R00696,train-ml,indie-dev-19,MLOps & Infrastructure,Data Versioning,viral,61257,3084,3254,445,2703,132,1153,203,2231,Python,C++|Rust|Julia,PyTorch,Apache-2.0,2020-02-17,2023-06-30,1229,False,1121340,124422,10,263.0,385,True,True,True,True,True,False,False,True,False,False,Average,0.7,docker-only,3.9+,Multi-GPU,Replicate,76.1
R00697,EZU,indie-dev-52,Computer Vision,Image Classification,new,18,2,0,2,21,3,63,1,10,Python,None,PyTorch,LGPL-3.0,2024-12-21,2025-06-15,176,False,51,3,1,296.9,212,True,True,False,True,True,True,False,False,False,False,Good,0.72,cargo,3.9+,Apple Silicon,Multi-cloud,40.0
R00698,distill-kit,google-deepmind,Graph & Geometric ML,Knowledge Graphs,niche,500,127,27,3,32,1,27,2,53,Python,Go,PyTorch,MIT,2016-07-12,2016-10-16,96,False,5592,623,1,128.3,228,True,True,False,False,False,True,False,False,False,False,Good,0.711,brew,3.9+,TPU,Hugging Face,31.1
R00699,mini-vision-lib,indie-dev-34,Reinforcement Learning,Reward Modeling,popular,9170,2093,313,51,633,16,446,47,515,Python,None,MLX,BSD-3-Clause,2017-05-12,2018-01-26,259,False,54751,2206,1,220.9,222,True,True,True,True,True,False,False,True,True,False,Excellent,0.814,pip,3.12+,CPU+GPU,GCP,63.0
R00700,servelib,llamaindex,Large Language Models,Prompt Engineering,niche,317,52,12,13,72,2,33,1,44,Python,None,None/Custom,Proprietary,2024-11-17,2025-06-26,221,False,91,16,2,123.6,2381,False,True,False,False,False,False,False,False,False,False,Average,0.85,npm,3.12+,CPU+GPU,None,20.7
R00701,flash-token,indie-dev-77,Generative AI,GANs,new,27,8,0,4,41,5,35,1,12,Python,Mojo|C++|TypeScript,PyTorch,GPL-3.0,2024-10-13,2025-06-25,255,False,320,41,1,246.0,195,False,False,False,True,False,False,False,False,False,False,Good,0.638,brew,3.9+,Multi-GPU,GCP,20.0
R00702,data-kit,langchain-ai,Computer Vision,Image Segmentation,niche,250,67,11,4,50,0,0,5,90,Python,Lua,PyTorch,BSD-3-Clause,2016-05-03,2022-05-16,2204,False,420,44,13,353.4,60,True,False,False,False,False,False,False,True,False,False,Excellent,0.653,npm,3.9+,Multi-GPU,Hugging Face,30.0
R00703,swift-lab,research-lab-37,Graph & Geometric ML,Point Cloud Processing,niche,224,72,8,0,0,0,0,1,10,Rust,None,MLX,MIT,2018-12-24,2021-01-21,759,False,684,82,12,150.2,82,True,True,False,False,False,False,False,True,True,False,Excellent,0.899,pip+conda,N/A,CPU,Azure,29.5
